N,Bias_a,Bias_v,Bias_t,SE_a,SE_v,SE_t
40,0.101445,-0.178287,-0.034897,0.010291,0.031786,0.001218
40,-0.317276,-0.104984,0.065662,0.100664,0.011022,0.004312
40,-0.233209,-0.237895,0.055150,0.054386,0.056594,0.003042
40,0.894722,-0.430468,-1.012026,0.800528,0.185303,1.024197
40,-0.271146,-0.152928,0.121398,0.073520,0.023387,0.014738
40,-0.525831,0.336454,0.169550,0.276498,0.113201,0.028747
40,-0.627468,1.186521,0.243637,0.393717,1.407831,0.059359
40,-0.840045,1.744693,0.292511,0.705675,3.043955,0.085562
40,-0.019015,0.229016,0.014900,0.000362,0.052449,0.000222
40,-0.449849,1.544943,0.180806,0.202364,2.386848,0.032691
40,-0.674683,0.659118,0.340368,0.455197,0.434436,0.115850
40,0.791061,-0.210107,-0.802606,0.625777,0.044145,0.644177
40,1.134749,-0.139433,-1.228720,1.287655,0.019442,1.509752
40,0.323458,-0.692911,-0.210742,0.104625,0.480125,0.044412
40,-0.069253,0.548642,0.097086,0.004796,0.301008,0.009426
40,-0.390268,-0.006600,0.181420,0.152309,0.000044,0.032913
40,-0.553748,2.039527,0.176934,0.306637,4.159672,0.031305
40,0.555688,-0.272977,-0.478490,0.308789,0.074516,0.228953
40,-0.450053,2.195432,0.105204,0.202548,4.819922,0.011068
40,-1.089907,1.839646,0.351476,1.187898,3.384298,0.123535
40,0.280604,-0.758891,-0.214473,0.078739,0.575916,0.045999
40,0.621504,-0.276251,-0.622611,0.386268,0.076314,0.387645
40,0.132484,-0.282813,-0.112235,0.017552,0.079983,0.012597
40,-0.280348,2.023547,0.052686,0.078595,4.094741,0.002776
40,-0.820060,-0.689590,0.189282,0.672498,0.475535,0.035828
40,-0.515340,2.574812,0.193982,0.265576,6.629656,0.037629
40,-0.355499,3.878934,0.066670,0.126380,15.046130,0.004445
40,4.814128,-0.485189,-9.270355,23.175832,0.235408,85.939477
40,-0.448667,2.395490,0.188086,0.201302,5.738372,0.035376
40,-0.450834,1.432096,0.233692,0.203252,2.050900,0.054612
40,-0.459273,1.048672,0.272452,0.210932,1.099714,0.074230
40,5.104293,-0.493567,-8.363169,26.053811,0.243609,69.942597
40,-0.239129,-0.187929,0.035398,0.057183,0.035317,0.001253
40,-0.200354,0.604064,0.159654,0.040142,0.364893,0.025489
40,-0.570386,1.272994,0.193813,0.325340,1.620513,0.037564
40,-0.119784,0.985580,0.036431,0.014348,0.971368,0.001327
40,-0.313417,2.976885,0.080929,0.098230,8.861845,0.006550
40,-0.289813,-0.172611,0.148493,0.083992,0.029795,0.022050
40,0.997219,-0.265601,-0.823094,0.994445,0.070544,0.677483
40,-0.378885,0.377039,0.392443,0.143554,0.142158,0.154011
40,0.259377,-0.142870,-0.251738,0.067276,0.020412,0.063372
40,0.997768,-0.331879,-0.681829,0.995540,0.110144,0.464891
40,-0.404916,6.754321,0.079008,0.163957,45.620857,0.006242
40,-0.689012,1.847606,0.191616,0.474737,3.413648,0.036717
40,-0.435821,2.385802,0.135605,0.189940,5.692052,0.018389
40,0.021831,0.046944,-0.011719,0.000477,0.002204,0.000137
40,1.824132,-0.431828,-2.054711,3.327457,0.186476,4.221838
40,0.431821,-0.332569,-0.151548,0.186469,0.110602,0.022967
40,-0.673317,3.170248,0.191970,0.453355,10.050470,0.036853
40,0.052853,-0.347384,-0.072439,0.002793,0.120675,0.005247
40,0.604092,-0.398455,-0.456503,0.364927,0.158766,0.208395
40,-0.288835,0.478760,0.085692,0.083426,0.229211,0.007343
40,-0.700428,-0.528666,0.146005,0.490599,0.279488,0.021317
40,-0.373514,1.169177,0.067608,0.139513,1.366974,0.004571
40,-0.148942,0.959471,0.029568,0.022184,0.920585,0.000874
40,-0.434972,0.476879,0.234437,0.189201,0.227413,0.054961
40,-0.240720,0.488595,0.199572,0.057946,0.238725,0.039829
40,-0.264693,0.772642,0.054070,0.070062,0.596976,0.002924
40,-0.276136,0.875515,0.148584,0.076251,0.766527,0.022077
40,-0.295665,0.163974,0.142144,0.087418,0.026888,0.020205
40,0.055359,-0.305505,0.021223,0.003065,0.093333,0.000450
40,-0.712327,0.762312,0.194548,0.507410,0.581119,0.037849
40,-0.696913,1.658328,0.241770,0.485688,2.750053,0.058453
40,0.105203,0.156525,-0.047515,0.011068,0.024500,0.002258
40,-0.030022,0.079304,0.105588,0.000901,0.006289,0.011149
40,2.579735,-0.684644,-2.680199,6.655032,0.468738,7.183466
40,-0.204735,0.857969,0.231672,0.041916,0.736112,0.053672
40,0.222674,-0.326208,-0.083504,0.049584,0.106412,0.006973
40,-0.278169,1.018291,0.174916,0.077378,1.036916,0.030596
40,-0.098567,-0.222660,0.045884,0.009715,0.049577,0.002105
40,0.398912,-0.224793,-0.170468,0.159131,0.050532,0.029059
40,-0.403691,0.381164,0.211314,0.162966,0.145286,0.044654
40,-0.260015,0.302279,0.152198,0.067608,0.091373,0.023164
40,-0.344975,0.866933,0.110779,0.119008,0.751573,0.012272
40,-0.589573,0.696293,0.304168,0.347596,0.484823,0.092518
40,-0.239395,-0.171118,-0.007512,0.057310,0.029281,0.000056
40,-0.060178,-0.200276,0.030171,0.003621,0.040110,0.000910
40,-0.365380,2.194682,0.078759,0.133502,4.816630,0.006203
40,-0.500439,1.500910,0.236457,0.250439,2.252731,0.055912
40,-0.197348,0.651338,0.041632,0.038946,0.424241,0.001733
40,0.325723,0.018511,-0.147082,0.106096,0.000343,0.021633
40,-0.320071,0.638489,0.098166,0.102445,0.407668,0.009637
40,-0.356158,3.719259,0.125204,0.126848,13.832890,0.015676
40,-0.260628,1.110305,0.108552,0.067927,1.232777,0.011783
40,1.694414,-0.675548,-1.774947,2.871039,0.456365,3.150435
40,-0.400056,3.847347,0.094074,0.160045,14.802081,0.008850
40,0.607226,-0.424125,-0.316840,0.368723,0.179882,0.100387
40,-0.260540,0.158839,0.061124,0.067881,0.025230,0.003736
40,0.063103,-0.234893,-0.097901,0.003982,0.055175,0.009585
40,4.866193,-0.551550,-9.514152,23.679835,0.304207,90.519081
40,0.081502,0.058806,0.061369,0.006643,0.003458,0.003766
40,0.124879,-0.357581,-0.014127,0.015595,0.127864,0.000200
40,-0.416390,3.177871,0.107369,0.173381,10.098863,0.011528
40,-0.273634,0.627080,0.152794,0.074876,0.393229,0.023346
40,-0.193064,0.093087,-0.053521,0.037274,0.008665,0.002865
40,-0.490278,0.262432,0.306362,0.240373,0.068870,0.093858
40,-0.157570,0.064912,0.039715,0.024828,0.004214,0.001577
40,3.185945,-0.426959,-5.229711,10.150248,0.182294,27.349879
40,-0.136090,0.044004,0.029110,0.018520,0.001936,0.000847
40,2.979576,-0.620507,-3.446041,8.877876,0.385029,11.875197
40,-0.590254,1.603373,0.324877,0.348400,2.570806,0.105545
40,-0.219806,0.698645,0.242322,0.048315,0.488105,0.058720
40,-0.311411,3.471958,0.049800,0.096977,12.054493,0.002480
40,-0.465682,1.067206,0.178563,0.216860,1.138929,0.031885
40,-0.370301,0.054769,0.187092,0.137123,0.003000,0.035004
40,-0.457007,-0.172338,0.208614,0.208856,0.029700,0.043520
40,0.045046,0.523167,0.176614,0.002029,0.273704,0.031192
40,-0.558382,0.679336,0.278809,0.311790,0.461498,0.077735
40,-0.086888,-0.033364,0.000167,0.007550,0.001113,0.000000
40,0.443233,-0.125819,-0.234185,0.196455,0.015830,0.054843
40,5.608239,-0.494959,-12.264962,31.452342,0.244984,150.429303
40,0.361174,-0.813046,-0.170971,0.130447,0.661044,0.029231
40,-0.200615,0.105728,0.019962,0.040246,0.011178,0.000398
40,-0.212411,1.596792,0.031406,0.045118,2.549746,0.000986
40,-0.534071,1.044836,0.232551,0.285232,1.091682,0.054080
40,-0.264161,0.896378,0.116872,0.069781,0.803494,0.013659
40,1.067900,-0.273619,-1.000022,1.140410,0.074868,1.000045
40,-0.416381,1.025572,0.148076,0.173373,1.051798,0.021926
40,0.023108,-0.321412,-0.033790,0.000534,0.103306,0.001142
40,-0.614765,3.550195,0.186613,0.377936,12.603885,0.034824
40,-0.131103,0.162905,0.116926,0.017188,0.026538,0.013672
40,-0.705539,0.985653,0.299653,0.497785,0.971512,0.089792
40,-0.307245,0.001010,0.164868,0.094399,0.000001,0.027181
40,-0.588488,2.442571,0.205423,0.346318,5.966153,0.042199
40,0.039498,-0.350227,-0.219591,0.001560,0.122659,0.048220
40,0.266199,-0.370390,-0.118208,0.070862,0.137189,0.013973
40,0.307564,-0.187061,-0.171572,0.094595,0.034992,0.029437
40,0.384971,-0.104115,-0.160186,0.148203,0.010840,0.025660
40,-0.814955,2.312498,0.355570,0.664151,5.347648,0.126430
40,1.122181,-0.505500,-0.775900,1.259291,0.255530,0.602022
40,0.140356,-0.066872,-0.052114,0.019700,0.004472,0.002716
40,0.435278,-0.065759,-0.166152,0.189467,0.004324,0.027607
40,-0.130961,0.242082,0.029728,0.017151,0.058604,0.000884
40,-0.292477,0.275989,0.159756,0.085543,0.076170,0.025522
40,-0.083785,0.180477,0.040639,0.007020,0.032572,0.001652
40,0.464839,-0.518736,-0.191045,0.216075,0.269087,0.036498
40,0.048050,-0.155858,0.011491,0.002309,0.024292,0.000132
40,-0.510855,1.394984,0.191734,0.260973,1.945982,0.036762
40,-0.467454,1.436836,0.196596,0.218513,2.064497,0.038650
40,0.088886,0.071976,-0.076476,0.007901,0.005181,0.005849
40,13.882797,-0.580753,-60.962836,192.732040,0.337274,3716.467390
40,0.286673,-0.083450,-0.111981,0.082182,0.006964,0.012540
40,0.017745,-0.355990,-0.016435,0.000315,0.126729,0.000270
40,-0.274723,1.392775,0.072940,0.075473,1.939823,0.005320
40,-0.259853,0.195094,0.031090,0.067524,0.038062,0.000967
40,-0.260927,0.516971,0.096496,0.068083,0.267259,0.009312
40,-0.367975,2.873956,0.094891,0.135405,8.259621,0.009004
40,-0.487089,0.905833,0.119873,0.237256,0.820533,0.014370
40,-0.681282,0.846674,0.362610,0.464145,0.716857,0.131486
40,0.349553,-0.445148,-0.201832,0.122187,0.198157,0.040736
40,0.048988,0.170765,-0.013181,0.002400,0.029161,0.000174
40,-0.514637,0.226166,0.126452,0.264851,0.051151,0.015990
40,-0.254732,0.517190,0.242721,0.064888,0.267485,0.058914
40,-0.406718,0.614989,0.163715,0.165420,0.378212,0.026803
40,-0.295465,1.640870,0.051491,0.087300,2.692453,0.002651
40,1.338769,-0.443593,-1.093102,1.792303,0.196774,1.194872
40,-0.507702,1.575401,0.289623,0.257761,2.481889,0.083882
40,-0.621659,2.090308,0.159341,0.386460,4.369389,0.025390
40,-0.223031,0.723757,0.014436,0.049743,0.523824,0.000208
40,0.428056,-0.811600,-0.226651,0.183232,0.658694,0.051371
40,2.157735,-0.407605,-3.144643,4.655822,0.166142,9.888781
40,0.861999,-0.322205,-0.638603,0.743043,0.103816,0.407814
40,-0.362922,3.925809,0.100976,0.131713,15.411976,0.010196
40,-0.646317,1.681529,0.172210,0.417726,2.827541,0.029656
40,-0.447757,0.294370,0.100217,0.200486,0.086653,0.010044
40,1.232453,-0.259776,-1.300773,1.518940,0.067484,1.692010
40,-0.220473,-0.307964,0.052844,0.048608,0.094842,0.002793
40,-0.271259,0.577271,0.201830,0.073582,0.333242,0.040735
40,0.679847,-0.386753,-0.402008,0.462192,0.149578,0.161610
40,0.326132,-0.626842,-0.114982,0.106362,0.392931,0.013221
40,1.294031,-0.679027,-1.157604,1.674516,0.461078,1.340046
40,0.319689,-0.107771,-0.247316,0.102201,0.011615,0.061165
40,-0.743402,0.966178,0.234881,0.552647,0.933500,0.055169
40,-0.266933,1.127888,0.046781,0.071253,1.272131,0.002189
40,-0.113830,0.445803,0.132382,0.012957,0.198741,0.017525
40,-0.341701,0.428154,0.181606,0.116759,0.183315,0.032981
40,0.649204,-0.260458,-0.668397,0.421466,0.067838,0.446755
40,-0.287155,-0.131969,0.105766,0.082458,0.017416,0.011187
40,1.746947,-0.534081,-1.419981,3.051824,0.285242,2.016346
40,0.188882,0.349119,-0.183493,0.035676,0.121884,0.033670
40,-0.455333,2.074115,0.155365,0.207328,4.301954,0.024138
40,0.866799,-0.206809,-0.746589,0.751340,0.042770,0.557395
40,-0.796219,0.993873,0.403979,0.633964,0.987783,0.163199
40,0.338077,-0.329064,-0.251510,0.114296,0.108283,0.063257
40,0.468383,-0.680231,-0.196732,0.219383,0.462714,0.038703
40,0.319722,0.105989,-0.207615,0.102222,0.011234,0.043104
40,0.807752,-0.023947,-0.616942,0.652464,0.000573,0.380618
40,-0.044443,-0.516778,-0.097701,0.001975,0.267059,0.009545
40,-0.254842,0.801256,0.248183,0.064945,0.642011,0.061595
40,-0.347222,1.486663,0.132191,0.120563,2.210167,0.017474
40,-0.042379,0.053504,0.051195,0.001796,0.002863,0.002621
40,0.504556,-0.487484,-0.357789,0.254577,0.237640,0.128013
40,-0.557473,2.575167,0.283147,0.310776,6.631485,0.080172
40,-0.504797,0.375939,0.221724,0.254820,0.141330,0.049162
40,-0.454915,0.636714,0.189843,0.206948,0.405405,0.036040
40,-0.101150,0.702071,0.028980,0.010231,0.492903,0.000840
40,-0.524509,4.900764,0.099293,0.275109,24.017492,0.009859
40,-0.401861,1.500480,0.098944,0.161493,2.251440,0.009790
40,0.069653,-0.045118,-0.011839,0.004852,0.002036,0.000140
40,-0.391768,0.917768,0.174536,0.153482,0.842297,0.030463
40,-0.429238,0.511057,0.252612,0.184245,0.261179,0.063813
40,-0.054963,0.361800,0.157322,0.003021,0.130900,0.024750
40,-0.300297,0.242322,0.184213,0.090178,0.058720,0.033934
40,0.199516,-0.493683,-0.103611,0.039807,0.243723,0.010735
40,-0.399752,1.700781,0.211357,0.159802,2.892657,0.044672
40,-0.312971,0.283442,0.192919,0.097951,0.080339,0.037218
40,-0.580190,0.580487,0.311453,0.336620,0.336965,0.097003
40,0.880655,-0.443452,-0.930537,0.775553,0.196650,0.865899
40,0.603819,0.043522,-0.414991,0.364597,0.001894,0.172218
40,-0.271688,0.365171,0.103774,0.073814,0.133350,0.010769
40,-0.729085,0.502203,0.219248,0.531565,0.252208,0.048070
40,-0.475013,3.499102,0.133547,0.225638,12.243714,0.017835
40,0.387902,-0.198182,-0.141035,0.150468,0.039276,0.019891
40,-0.496421,7.512586,0.107711,0.246434,56.438943,0.011602
40,-0.450167,2.828089,0.111299,0.202651,7.998090,0.012388
40,-0.305897,0.078811,0.224883,0.093573,0.006211,0.050572
40,0.357445,-0.130952,-0.176453,0.127767,0.017148,0.031136
40,0.157556,0.085029,-0.079893,0.024824,0.007230,0.006383
40,0.028242,-0.059239,-0.065387,0.000798,0.003509,0.004275
40,-0.433490,0.123744,0.177407,0.187913,0.015312,0.031473
40,-0.724320,0.487493,0.281876,0.524639,0.237649,0.079454
40,0.925897,-0.377989,-0.668302,0.857285,0.142875,0.446627
40,0.325391,-0.534161,-0.251209,0.105879,0.285328,0.063106
40,-0.482460,1.996950,0.224898,0.232768,3.987809,0.050579
40,-0.300867,1.260845,0.117797,0.090521,1.589731,0.013876
40,2.634434,-0.634541,-2.536222,6.940243,0.402643,6.432424
40,0.981029,-0.669932,-0.654508,0.962417,0.448809,0.428381
40,-0.049217,-0.285747,0.015910,0.002422,0.081651,0.000253
40,-0.232635,0.778305,0.111275,0.054119,0.605758,0.012382
40,-0.073528,-0.045219,0.007654,0.005406,0.002045,0.000059
40,0.497189,-0.078178,-0.333244,0.247197,0.006112,0.111051
40,-0.780660,0.979358,0.342360,0.609431,0.959143,0.117211
40,0.260970,-0.063706,-0.086270,0.068105,0.004058,0.007442
40,-0.300326,0.462369,0.109490,0.090196,0.213785,0.011988
40,-0.296350,0.964566,0.094625,0.087823,0.930388,0.008954
40,-0.030612,-0.174922,-0.092092,0.000937,0.030598,0.008481
40,3.829867,-0.919603,-6.524006,14.667884,0.845670,42.562651
40,-0.317508,0.540420,0.051753,0.100811,0.292053,0.002678
40,-0.494419,0.658264,0.180138,0.244450,0.433311,0.032450
40,-0.548478,0.322826,0.162734,0.300828,0.104217,0.026482
40,-0.250997,0.100328,0.212560,0.062999,0.010066,0.045182
40,0.227880,-0.327342,-0.060551,0.051929,0.107152,0.003666
40,-0.426892,1.312592,0.262338,0.182237,1.722896,0.068821
40,-0.487058,1.404234,0.116610,0.237226,1.971873,0.013598
40,-0.248613,0.572645,0.058792,0.061808,0.327922,0.003457
40,-0.387819,2.368378,0.134038,0.150404,5.609214,0.017966
40,-0.855848,1.564480,0.331757,0.732475,2.447597,0.110063
40,0.065109,-0.242909,-0.053500,0.004239,0.059005,0.002862
40,-0.536444,0.766664,0.222570,0.287772,0.587774,0.049537
40,-0.386469,1.021183,0.251081,0.149358,1.042815,0.063042
40,-0.218658,0.769723,0.053434,0.047811,0.592473,0.002855
40,-0.393744,0.825027,0.166251,0.155034,0.680669,0.027639
40,-0.557940,1.654448,0.420619,0.311298,2.737197,0.176920
40,-0.260197,0.766378,0.117695,0.067702,0.587335,0.013852
40,1.438257,-0.463131,-1.206558,2.068583,0.214490,1.455782
40,0.154862,0.243311,-0.133034,0.023982,0.059200,0.017698
40,-0.408388,0.774713,0.168035,0.166781,0.600180,0.028236
40,0.681931,-0.126488,-0.424290,0.465029,0.015999,0.180022
40,0.072765,0.361227,-0.015317,0.005295,0.130485,0.000235
40,-0.740019,2.781904,0.303632,0.547628,7.738988,0.092193
40,-0.331694,-0.078018,0.209550,0.110021,0.006087,0.043911
40,-0.494396,1.354110,0.173261,0.244428,1.833613,0.030019
40,-0.014315,-0.104964,-0.034250,0.000205,0.011017,0.001173
40,-0.597474,1.167700,0.318714,0.356975,1.363523,0.101579
40,0.199607,0.082218,-0.101992,0.039843,0.006760,0.010402
40,0.851934,-0.382338,-0.974995,0.725791,0.146183,0.950615
40,-0.768274,2.299602,0.199743,0.590244,5.288168,0.039897
40,-0.118464,0.674897,0.059032,0.014034,0.455486,0.003485
40,0.146836,0.394276,0.172704,0.021561,0.155454,0.029827
40,0.240884,-0.889299,-0.105396,0.058025,0.790853,0.011108
40,-0.080550,0.191697,0.013479,0.006488,0.036748,0.000182
40,-0.789141,2.239492,0.365806,0.622743,5.015326,0.133814
40,-0.377320,0.672926,0.162257,0.142370,0.452829,0.026327
40,-0.824948,1.685010,0.380238,0.680539,2.839257,0.144581
40,-0.193890,-0.235802,0.029093,0.037593,0.055603,0.000846
40,-0.184080,-0.197812,0.050808,0.033886,0.039130,0.002581
40,-0.345754,0.964916,0.206177,0.119546,0.931064,0.042509
40,-0.619446,2.786437,0.226436,0.383713,7.764231,0.051273
40,0.199257,-0.129345,-0.106170,0.039703,0.016730,0.011272
40,1.071857,-0.444864,-0.925826,1.148877,0.197904,0.857154
40,-0.649739,1.303766,0.309305,0.422161,1.699806,0.095669
40,0.050091,-0.093722,0.025342,0.002509,0.008784,0.000642
40,0.888196,-0.336161,-0.777622,0.788892,0.113004,0.604697
40,-0.041677,0.504699,0.014020,0.001737,0.254721,0.000197
40,-0.601179,0.668106,0.283439,0.361417,0.446365,0.080337
40,-0.210927,0.194936,0.053811,0.044490,0.038000,0.002896
40,-0.223028,0.215474,0.067957,0.049741,0.046429,0.004618
40,-0.221990,0.108888,0.182003,0.049280,0.011857,0.033125
40,-0.418466,1.150511,0.142808,0.175114,1.323675,0.020394
40,-0.516048,1.811340,0.355209,0.266306,3.280953,0.126174
40,-0.463831,-0.019828,0.112167,0.215139,0.000393,0.012581
40,0.319916,0.165175,-0.168515,0.102346,0.027283,0.028397
40,0.208032,-0.250220,-0.145877,0.043277,0.062610,0.021280
40,-0.834602,0.887492,0.317043,0.696560,0.787642,0.100516
40,-0.407261,0.379368,0.304805,0.165861,0.143920,0.092906
40,-0.443118,2.130003,0.128140,0.196354,4.536912,0.016420
40,-0.387551,0.623073,0.296150,0.150195,0.388220,0.087705
40,-0.464834,0.679059,0.249383,0.216070,0.461121,0.062192
40,-0.594950,1.502985,0.273116,0.353965,2.258964,0.074592
40,-0.279178,0.456450,0.088583,0.077940,0.208347,0.007847
40,-0.141421,0.774719,0.066878,0.020000,0.600190,0.004473
40,-0.813322,1.939745,0.271414,0.661493,3.762610,0.073666
40,-0.496992,1.179638,0.333905,0.247002,1.391546,0.111492
40,0.038504,-0.295183,-0.015810,0.001483,0.087133,0.000250
40,-0.152223,0.405804,0.053715,0.023172,0.164677,0.002885
40,-0.406921,6.650925,0.067890,0.165585,44.234797,0.004609
40,1.634607,-0.433755,-1.944215,2.671941,0.188143,3.779972
40,1.889825,-0.494428,-2.230236,3.571440,0.244459,4.973953
40,0.265772,0.129909,-0.038899,0.070635,0.016876,0.001513
40,-0.560417,0.406509,0.321548,0.314067,0.165250,0.103393
40,0.532430,-0.166247,-0.426675,0.283482,0.027638,0.182051
40,-0.626162,0.777832,0.197774,0.392079,0.605023,0.039115
40,-0.819049,3.018255,0.217662,0.670842,9.109863,0.047377
40,-1.037095,3.027502,0.369361,1.075566,9.165768,0.136427
40,-0.112625,-0.640248,0.036368,0.012684,0.409918,0.001323
40,-0.708534,-0.600108,0.124520,0.502021,0.360130,0.015505
40,-0.534779,0.503949,0.201163,0.285989,0.253965,0.040467
40,-0.137913,0.712956,0.183054,0.019020,0.508306,0.033509
40,-0.163632,0.033319,0.015986,0.026775,0.001110,0.000256
40,0.110595,0.505352,0.012003,0.012231,0.255380,0.000144
40,-0.594804,0.192982,0.220134,0.353792,0.037242,0.048459
40,-0.189034,0.186247,0.058466,0.035734,0.034688,0.003418
40,-0.172005,-0.046088,0.062848,0.029586,0.002124,0.003950
40,0.799685,-0.125922,-0.556405,0.639497,0.015856,0.309586
40,0.952699,-0.237976,-0.994150,0.907636,0.056632,0.988334
40,-0.169583,0.804798,0.124957,0.028758,0.647701,0.015614
40,-0.046563,-0.288548,0.055370,0.002168,0.083260,0.003066
40,-0.526090,1.162248,0.163937,0.276771,1.350820,0.026875
40,0.616887,-1.582017,-0.250839,0.380550,2.502779,0.062920
40,-1.081434,2.734135,0.363158,1.169499,7.475495,0.131883
40,-0.586399,2.742011,0.181757,0.343863,7.518626,0.033036
40,-0.038232,0.117336,0.097160,0.001462,0.013768,0.009440
40,-0.056655,0.692503,0.018334,0.003210,0.479560,0.000336
40,-0.297448,0.071562,0.068597,0.088476,0.005121,0.004706
40,0.095795,-0.322410,-0.050881,0.009177,0.103948,0.002589
40,-0.356073,2.078245,0.065739,0.126788,4.319103,0.004322
40,0.653533,-0.252188,-0.295039,0.427105,0.063599,0.087048
40,-0.489606,2.987376,0.236624,0.239714,8.924416,0.055991
40,2.015028,-0.433684,-2.684810,4.060340,0.188082,7.208206
40,0.165400,-0.095818,0.085901,0.027357,0.009181,0.007379
40,-0.326646,3.028901,0.073603,0.106698,9.174239,0.005417
40,-0.428794,8.574927,0.096097,0.183865,73.529377,0.009235
40,-0.297820,1.552820,0.116410,0.088697,2.411250,0.013551
40,-0.568244,0.924043,0.215212,0.322901,0.853855,0.046316
40,-0.338213,1.258812,0.198174,0.114388,1.584607,0.039273
40,-0.873234,1.510585,0.288006,0.762537,2.281866,0.082947
40,-0.215158,2.028443,0.043977,0.046293,4.114579,0.001934
40,-0.433360,0.840189,0.229212,0.187801,0.705917,0.052538
40,-0.158640,0.372651,0.238529,0.025167,0.138869,0.056896
40,0.429946,-0.529606,-0.210364,0.184854,0.280482,0.044253
40,1.858287,-0.310426,-2.038310,3.453229,0.096364,4.154706
40,-0.232145,0.456909,0.130640,0.053891,0.208766,0.017067
40,-0.278634,1.350316,0.064592,0.077637,1.823354,0.004172
40,9.242105,-0.482947,-28.548476,85.416497,0.233238,815.015498
40,-0.134462,-0.011763,0.034236,0.018080,0.000138,0.001172
40,-0.674249,1.108536,0.184355,0.454612,1.228853,0.033987
40,0.105220,0.061490,-0.090844,0.011071,0.003781,0.008253
40,-0.186665,0.193774,0.133988,0.034844,0.037548,0.017953
40,-0.224430,0.155613,0.063402,0.050369,0.024215,0.004020
40,-0.903514,1.242090,0.381115,0.816337,1.542788,0.145249
40,0.028739,0.164690,0.142764,0.000826,0.027123,0.020382
40,1.015487,-0.346941,-0.703587,1.031215,0.120368,0.495034
40,0.072774,0.062449,0.001510,0.005296,0.003900,0.000002
40,-0.135853,-0.252562,0.059255,0.018456,0.063787,0.003511
40,-0.274888,1.898279,0.056044,0.075563,3.603464,0.003141
40,-0.692668,0.646782,0.305999,0.479789,0.418327,0.093635
40,-0.006927,-0.662091,-0.022512,0.000048,0.438364,0.000507
40,2.703211,-0.813337,-2.728048,7.307352,0.661518,7.442247
40,-0.231534,0.493713,0.137275,0.053608,0.243753,0.018844
40,-0.108319,0.227466,0.021143,0.011733,0.051741,0.000447
40,-0.924943,1.710000,0.345612,0.855519,2.924101,0.119448
40,0.650653,-0.385069,-0.360994,0.423350,0.148278,0.130316
40,-0.456020,1.264554,0.144873,0.207954,1.599097,0.020988
40,-0.287196,0.688882,0.125851,0.082482,0.474559,0.015838
40,0.240902,-0.005382,-0.105235,0.058034,0.000029,0.011074
40,-0.392440,0.690834,0.163277,0.154009,0.477251,0.026660
40,-0.412030,1.160916,0.196477,0.169769,1.347725,0.038603
40,-0.024497,-0.039415,-0.038988,0.000600,0.001554,0.001520
40,-0.186421,-0.538419,0.054708,0.034753,0.289895,0.002993
40,0.907065,-0.175047,-0.856867,0.822767,0.030641,0.734221
40,-0.317039,0.273056,0.105503,0.100514,0.074559,0.011131
40,0.665297,-0.415763,-0.543129,0.442620,0.172859,0.294989
40,-0.527200,2.692893,0.216187,0.277940,7.251674,0.046737
40,1.008618,-0.147428,-1.027415,1.017310,0.021735,1.055581
40,-0.388158,0.447986,0.203418,0.150667,0.200691,0.041379
40,-0.124371,-0.124214,0.024715,0.015468,0.015429,0.000611
40,0.409922,-0.110007,-0.230251,0.168036,0.012102,0.053016
40,-0.640718,1.034459,0.246006,0.410520,1.070106,0.060519
40,-0.905975,2.101838,0.326536,0.820791,4.417721,0.106626
40,-0.233916,0.147803,0.153046,0.054717,0.021846,0.023423
40,-0.280710,3.640341,0.048387,0.078798,13.252082,0.002341
40,-0.098813,0.318488,0.017857,0.009764,0.101435,0.000319
40,-0.660280,0.612726,0.173731,0.435970,0.375433,0.030183
40,-0.629622,1.765176,0.446350,0.396424,3.115847,0.199228
40,-0.279793,0.621312,0.068186,0.078284,0.386029,0.004649
40,-0.694926,1.623353,0.446191,0.482921,2.635275,0.199086
40,0.320310,-0.243709,-0.272488,0.102599,0.059394,0.074250
40,-0.008064,0.093454,0.009432,0.000065,0.008734,0.000089
40,0.017910,-0.834704,-0.001545,0.000321,0.696731,0.000002
40,-0.300733,0.283789,0.213843,0.090440,0.080536,0.045729
40,0.736224,-0.610316,-0.601993,0.542026,0.372486,0.362396
40,0.352595,-0.341466,-0.145141,0.124323,0.116599,0.021066
40,-0.331200,0.378315,0.241693,0.109693,0.143122,0.058416
40,-0.756257,1.160515,0.260434,0.571924,1.346795,0.067826
40,-0.519125,1.513109,0.208774,0.269490,2.289498,0.043586
40,-0.638866,1.701785,0.280048,0.408150,2.896071,0.078427
40,-0.373207,1.219570,0.073055,0.139284,1.487351,0.005337
40,0.200086,-0.652578,-0.062501,0.040035,0.425858,0.003906
40,-0.055996,0.174674,0.025137,0.003136,0.030511,0.000632
40,-0.104964,-0.518157,-0.103557,0.011017,0.268486,0.010724
40,-0.362640,1.301322,0.205281,0.131508,1.693440,0.042140
40,-0.195354,-0.027482,0.066589,0.038163,0.000755,0.004434
40,0.008877,-0.144421,0.064880,0.000079,0.020857,0.004209
40,0.598657,-0.390157,-0.392472,0.358390,0.152223,0.154034
40,-0.271840,0.157197,0.057956,0.073897,0.024711,0.003359
40,-0.370803,4.843482,0.066715,0.137495,23.459320,0.004451
40,2.715563,-0.531876,-3.599085,7.374280,0.282892,12.953409
40,-0.225664,0.579648,0.090608,0.050924,0.335992,0.008210
